sexo,raca,idade_dias,peso_inicial_kg,qualidade_pasto,tipo_pasto,taxa_lotacao_ua_ha,area_pasto_ha_animal,quantidade_suplemento_kg_dia,suplementacao_acesso_livre,evento_sanitario_recente,tipo_evento_sanitario,vermifugacao_recente,vacina_recente,tratamento_recente,temperatura_media,estacao_ano,rotacao_piquete,condicao_corporal,tipo_suplementato,frequencia_suplementacao_semana,facilidade_acesso_agua,severidade_evento,estresse_transporte,estresse_manejo,dias_evento_sanitario,tipo_sistema_manejo,dias_permanecia,tipo_fonte_agua,saida_ganho_total_kg,saida_gmd_kg_dia
F,anelorada,530,192,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.594,sim,nao,nao,nao,nao,nao,24,outono,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,43,poco_artesiano,6,0.13953488372093
F,anelorada,530,121,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.603,sim,nao,nao,nao,nao,nao,24,outono,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,154,poco_artesiano,80,0.519480519480519
F,anelorada,530,272,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.822,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,43,poco_artesiano,2,0.0465116279069767
F,anelorada,530,180,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.54,sim,nao,nao,nao,nao,nao,24,outono,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,148,poco_artesiano,0,0
F,anelorada,530,238,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.714,sim,nao,nao,nao,nao,nao,24,outono,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,43,poco_artesiano,0,0
F,anelorada,530,164,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.492,sim,nao,nao,nao,nao,nao,24,outono,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,148,poco_artesiano,0,0
F,anelorada,530,204,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.618,sim,nao,nao,nao,nao,nao,24,outono,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,43,poco_artesiano,2,0.0465116279069767
F,anelorada,530,149,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.564,sim,nao,nao,nao,nao,nao,24,outono,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,154,poco_artesiano,39,0.253246753246753
F,anelorada,530,224,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.657,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,43,poco_artesiano,-5,-0.116279069767442
F,anelorada,530,283,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.84,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,43,poco_artesiano,-3,-0.0697674418604651
F,anelorada,530,166,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.498,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,148,poco_artesiano,0,0
F,anelorada,530,302,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.906,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,148,poco_artesiano,0,0
F,anelorada,530,268,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.81,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,43,poco_artesiano,2,0.0465116279069767
F,anelorada,530,162,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.597,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,154,poco_artesiano,37,0.24025974025974
F,anelorada,530,186,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.558,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,148,poco_artesiano,0,0
F,anelorada,530,124,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.567,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,154,poco_artesiano,65,0.422077922077922
F,anelorada,530,197,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,0.78,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,154,poco_artesiano,63,0.409090909090909
F,anelorada,530,224,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,1.068,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,361,poco_artesiano,132,0.365650969529086
F,anelorada,530,246,boa,marandu_braquiaria_mg5_estrela,1,1.33333333333333,1.08,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_proteinada_03,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,361,poco_artesiano,114,0.315789473684211
F,anelorada,530,110,media,decumbens_tanzania_mg4_marandu,1,0.9,0.33,sim,nao,nao,nao,nao,nao,23,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,566,poco_artesiano,0,0
F,anelorada,530,109,media,decumbens_tanzania_mg4_marandu,1,0.9,0.906,sim,nao,nao,nao,nao,nao,23,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,566,poco_artesiano,193,0.340989399293286
F,anelorada,530,137,media,decumbens_tanzania_mg4_marandu,1,0.9,1.047,sim,nao,nao,nao,nao,nao,23,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,566,poco_artesiano,212,0.374558303886926
F,anelorada,530,89,media,decumbens_tanzania_mg4_marandu,1,0.9,1.011,sim,nao,nao,nao,nao,nao,23,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,566,poco_artesiano,248,0.438162544169611
F,anelorada,530,138,media,decumbens_tanzania_mg4_marandu,1,0.9,1.149,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,525,poco_artesiano,245,0.466666666666667
F,anelorada,530,133,media,decumbens_tanzania_mg4_marandu,1,0.9,0.975,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,525,poco_artesiano,192,0.365714285714286
F,anelorada,530,132,media,decumbens_tanzania_mg4_marandu,1,0.9,1.098,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,525,poco_artesiano,234,0.445714285714286
F,anelorada,530,112,media,decumbens_tanzania_mg4_marandu,1,0.9,1.065,sim,nao,nao,nao,nao,nao,23,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,566,poco_artesiano,243,0.429328621908127
F,anelorada,530,115,media,decumbens_tanzania_mg4_marandu,1,0.9,1.2,sim,nao,nao,nao,nao,nao,23,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,566,poco_artesiano,285,0.503533568904594
F,anelorada,530,83,media,decumbens_tanzania_mg4_marandu,1,0.9,0.903,sim,nao,nao,nao,nao,nao,23,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,891,poco_artesiano,218,0.244668911335578
F,anelorada,530,106,media,decumbens_tanzania_mg4_marandu,1,0.9,0.813,sim,nao,nao,nao,nao,nao,23,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,776,poco_artesiano,165,0.212628865979381
F,anelorada,530,150,media,decumbens_tanzania_mg4_marandu,1,0.9,0.918,sim,nao,nao,nao,nao,nao,23,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,539,poco_artesiano,156,0.289424860853432
F,anelorada,530,170,media,decumbens_tanzania_mg4_marandu,1,0.9,0.978,sim,nao,nao,nao,nao,nao,23,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,449,poco_artesiano,156,0.347438752783964
F,anelorada,530,209,media,decumbens_tanzania_mg4_marandu,1,0.9,1.104,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,532,poco_artesiano,159,0.298872180451128
F,anelorada,530,260,media,decumbens_tanzania_mg4_marandu,1,0.9,0.78,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,473,poco_artesiano,0,0
F,holandesa,530,143,media,decumbens_tanzania_mg4_marandu,1,0.9,1.053,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,465,poco_artesiano,208,0.447311827956989
F,anelorada,530,195,media,decumbens_tanzania_mg4_marandu,1,0.9,1.074,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,465,poco_artesiano,163,0.350537634408602
F,anelorada,530,173,media,decumbens_tanzania_mg4_marandu,1,0.9,1.065,sim,nao,nao,nao,nao,nao,31,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,719,poco_artesiano,182,0.253129346314325
F,anelorada,530,194,media,decumbens_tanzania_mg4_marandu,1,0.9,0.966,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,540,poco_artesiano,128,0.237037037037037
F,anelorada,530,204,media,decumbens_tanzania_mg4_marandu,1,0.9,1.104,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,465,poco_artesiano,164,0.352688172043011
F,anelorada,530,217,media,decumbens_tanzania_mg4_marandu,1,0.9,1.158,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,465,poco_artesiano,169,0.363440860215054
F,holandesa,530,137,media,decumbens_tanzania_mg4_marandu,1,0.9,1.092,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,540,poco_artesiano,227,0.42037037037037
F,anelorada,530,208,media,decumbens_tanzania_mg4_marandu,1,0.9,1.083,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,540,poco_artesiano,153,0.283333333333333
F,anelorada,530,196,media,decumbens_tanzania_mg4_marandu,1,0.9,1.197,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,465,poco_artesiano,203,0.436559139784946
F,holandesa,530,236,media,decumbens_tanzania_mg4_marandu,1,0.9,1.008,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,465,poco_artesiano,100,0.21505376344086
F,holandesa,530,181,media,decumbens_tanzania_mg4_marandu,1,0.9,0.924,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,465,poco_artesiano,127,0.273118279569893
F,holandesa,530,197,media,decumbens_tanzania_mg4_marandu,1,0.9,1.014,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,465,poco_artesiano,141,0.303225806451613
F,anelorada,530,154,media,decumbens_tanzania_mg4_marandu,1,0.9,1.146,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,540,poco_artesiano,228,0.422222222222222
F,anelorada,530,176,media,decumbens_tanzania_mg4_marandu,1,0.9,0.963,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,540,poco_artesiano,145,0.268518518518519
F,anelorada,530,196,media,decumbens_tanzania_mg4_marandu,1,0.9,0.816,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,465,poco_artesiano,76,0.163440860215054
F,holandesa,530,153,media,decumbens_tanzania_mg4_marandu,1,0.9,1.014,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,465,poco_artesiano,185,0.397849462365591
F,anelorada,530,92,media,decumbens_tanzania_mg4_marandu,1,0.9,1.098,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,782,poco_artesiano,274,0.350383631713555
F,anelorada,530,145,media,decumbens_tanzania_mg4_marandu,1,0.9,1.074,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,782,poco_artesiano,213,0.272378516624041
F,anelorada,530,90,media,decumbens_tanzania_mg4_marandu,1,0.9,1.104,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,933,poco_artesiano,278,0.297963558413719
F,anelorada,530,107,media,decumbens_tanzania_mg4_marandu,1,0.9,1.185,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,782,poco_artesiano,288,0.368286445012788
F,anelorada,530,177,media,decumbens_tanzania_mg4_marandu,1,0.9,0.957,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,576,poco_artesiano,142,0.246527777777778
F,anelorada,530,80,media,decumbens_tanzania_mg4_marandu,1,0.9,0.885,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,782,poco_artesiano,215,0.274936061381074
F,anelorada,530,102,media,decumbens_tanzania_mg4_marandu,1,0.9,0.867,sim,nao,nao,nao,nao,nao,21,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,576,poco_artesiano,187,0.324652777777778
F,anelorada,530,130,media,decumbens_tanzania_mg4_marandu,1,0.9,1.047,sim,nao,nao,nao,nao,nao,21,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,576,poco_artesiano,219,0.380208333333333
F,anelorada,530,105,media,decumbens_tanzania_mg4_marandu,1,0.9,0.864,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,576,poco_artesiano,183,0.317708333333333
F,anelorada,530,91,media,decumbens_tanzania_mg4_marandu,1,0.9,0.969,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,782,poco_artesiano,232,0.296675191815857
F,anelorada,530,102,media,decumbens_tanzania_mg4_marandu,1,0.9,1.014,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,782,poco_artesiano,236,0.301790281329923
F,anelorada,530,83,media,decumbens_tanzania_mg4_marandu,1,0.9,1.074,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,782,poco_artesiano,275,0.351662404092072
F,anelorada,530,205,media,decumbens_tanzania_mg4_marandu,1,0.9,1.623,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,576,poco_artesiano,336,0.583333333333333
F,anelorada,530,228,media,decumbens_tanzania_mg4_marandu,1,0.9,1.149,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,501,poco_artesiano,155,0.30938123752495
F,anelorada,530,201,media,decumbens_tanzania_mg4_marandu,1,0.9,0.987,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,576,poco_artesiano,128,0.222222222222222
F,anelorada,530,213,media,decumbens_tanzania_mg4_marandu,1,0.9,1.179,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,501,poco_artesiano,180,0.359281437125749
F,anelorada,530,231,media,decumbens_tanzania_mg4_marandu,1,0.9,1.107,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,311,poco_artesiano,138,0.443729903536978
F,anelorada,530,220,media,decumbens_tanzania_mg4_marandu,1,0.9,1.056,sim,nao,nao,nao,nao,nao,21,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,386,poco_artesiano,132,0.341968911917098
F,anelorada,530,209,media,decumbens_tanzania_mg4_marandu,1,0.9,1.056,sim,nao,nao,nao,nao,nao,21,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,386,poco_artesiano,143,0.370466321243523
F,anelorada,530,192,media,decumbens_tanzania_mg4_marandu,1,0.9,1.047,sim,nao,nao,nao,nao,nao,21,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,386,poco_artesiano,157,0.406735751295337
F,anelorada,530,204,media,decumbens_tanzania_mg4_marandu,1,0.9,1.05,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,356,poco_artesiano,146,0.410112359550562
F,anelorada,530,161,media,decumbens_tanzania_mg4_marandu,1,0.9,0.945,sim,nao,nao,nao,nao,nao,21,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,386,poco_artesiano,154,0.398963730569948
F,anelorada,530,228,media,decumbens_tanzania_mg4_marandu,1,0.9,1.128,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,386,poco_artesiano,148,0.383419689119171
F,anelorada,530,215,media,decumbens_tanzania_mg4_marandu,1,0.9,1.053,sim,nao,nao,nao,nao,nao,21,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,356,poco_artesiano,136,0.382022471910112
F,anelorada,530,200,media,decumbens_tanzania_mg4_marandu,1,0.9,1.104,sim,nao,nao,nao,nao,nao,21,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,356,poco_artesiano,168,0.471910112359551
F,anelorada,530,223,media,decumbens_tanzania_mg4_marandu,1,0.9,1.023,sim,nao,nao,nao,nao,nao,21,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,337,poco_artesiano,118,0.350148367952522
F,anelorada,530,245,media,decumbens_tanzania_mg4_marandu,1,0.9,0.942,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,188,poco_artesiano,69,0.367021276595745
F,anelorada,530,226,media,decumbens_tanzania_mg4_marandu,1,0.9,0.87,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,188,poco_artesiano,64,0.340425531914894
F,anelorada,530,188,media,decumbens_tanzania_mg4_marandu,1,0.9,0.975,sim,nao,nao,nao,nao,nao,21,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,337,poco_artesiano,137,0.406528189910979
F,anelorada,530,240,media,decumbens_tanzania_mg4_marandu,1,0.9,0.918,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,188,poco_artesiano,66,0.351063829787234
F,anelorada,530,222,media,decumbens_tanzania_mg4_marandu,1,0.9,1.032,sim,nao,nao,nao,nao,nao,21,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,337,poco_artesiano,122,0.362017804154303
F,anelorada,530,183,media,decumbens_tanzania_mg4_marandu,1,0.9,0.996,sim,nao,nao,nao,nao,nao,21,inverno,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,337,poco_artesiano,149,0.442136498516321
F,anelorada,530,228,media,decumbens_tanzania_mg4_marandu,1,0.9,1.059,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,337,poco_artesiano,125,0.370919881305638
F,anelorada,530,252,media,decumbens_tanzania_mg4_marandu,1,0.9,1.104,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,337,poco_artesiano,116,0.344213649851632
F,anelorada,530,163,media,decumbens_tanzania_mg4_marandu,1,0.9,0.954,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,485,poco_artesiano,155,0.319587628865979
F,anelorada,530,116,media,decumbens_tanzania_mg4_marandu,1,0.9,0.852,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,485,poco_artesiano,168,0.34639175257732
F,anelorada,530,150,media,decumbens_tanzania_mg4_marandu,1,0.9,0.924,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,512,poco_artesiano,158,0.30859375
F,anelorada,530,148,media,decumbens_tanzania_mg4_marandu,1,0.9,0.789,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,485,poco_artesiano,115,0.237113402061856
F,anelorada,530,247,media,decumbens_tanzania_mg4_marandu,1,0.9,0.879,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,188,poco_artesiano,46,0.24468085106383
F,anelorada,530,240,media,decumbens_tanzania_mg4_marandu,1,0.9,1.182,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,188,poco_artesiano,154,0.819148936170213
F,anelorada,530,251,media,decumbens_tanzania_mg4_marandu,1,0.9,0.903,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,188,poco_artesiano,50,0.265957446808511
F,anelorada,530,239,media,decumbens_tanzania_mg4_marandu,1,0.9,0.93,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,117,poco_artesiano,71,0.606837606837607
F,anelorada,530,188,media,decumbens_tanzania_mg4_marandu,1,0.9,1.05,sim,nao,nao,nao,nao,nao,23,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,495,poco_artesiano,162,0.327272727272727
F,anelorada,530,160,media,decumbens_tanzania_mg4_marandu,1,0.9,0.948,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,495,poco_artesiano,156,0.315151515151515
F,anelorada,530,158,media,decumbens_tanzania_mg4_marandu,1,0.9,0.885,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,441,poco_artesiano,137,0.310657596371882
F,anelorada,530,208,media,decumbens_tanzania_mg4_marandu,1,0.9,1.062,sim,nao,nao,nao,nao,nao,30,outono,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,266,poco_artesiano,146,0.548872180451128
F,anelorada,530,128,media,decumbens_tanzania_mg4_marandu,1,0.9,0.894,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,376,poco_artesiano,170,0.452127659574468
F,anelorada,530,218,media,decumbens_tanzania_mg4_marandu,1,0.9,1.14,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,376,poco_artesiano,162,0.430851063829787
F,anelorada,530,162,media,decumbens_tanzania_mg4_marandu,1,0.9,0.792,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,376,poco_artesiano,102,0.271276595744681
F,anelorada,530,135,media,decumbens_tanzania_mg4_marandu,1,0.9,0.951,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,376,poco_artesiano,182,0.484042553191489
F,anelorada,530,138,media,decumbens_tanzania_mg4_marandu,1,0.9,0.915,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,376,poco_artesiano,167,0.444148936170213
F,anelorada,530,168,media,decumbens_tanzania_mg4_marandu,1,0.9,0.981,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,376,poco_artesiano,159,0.422872340425532
F,anelorada,530,168,media,decumbens_tanzania_mg4_marandu,1,0.9,0.969,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,375,poco_artesiano,155,0.413333333333333
F,anelorada,530,185,media,decumbens_tanzania_mg4_marandu,1,0.9,1.005,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,375,poco_artesiano,150,0.4
F,anelorada,530,172,media,decumbens_tanzania_mg4_marandu,1,0.9,0.852,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,321,poco_artesiano,112,0.348909657320872
F,anelorada,530,188,media,decumbens_tanzania_mg4_marandu,1,0.9,0.924,sim,nao,nao,nao,nao,nao,30,verao,sim,boa,sal_mineral,7,muito_facil,nao,nao,nao,nao,piquete_rotacionado,375,poco_artesiano,120,0.32
